"","age","status","Number","Simul","regID","regNV","startV","vPerD","vpd","vo","acceptV","effV","totalvac"
"32911553",6,"allD",12,24,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921553",7,"allD",13,24,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861554",1,"allD",0,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871554",2,"allD",0,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881554",3,"allD",4,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891554",4,"allD",10,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901554",5,"allD",9,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911554",6,"allD",8,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921554",7,"allD",13,25,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861555",1,"allD",0,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871555",2,"allD",0,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881555",3,"allD",0,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891555",4,"allD",5,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901555",5,"allD",13,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911555",6,"allD",11,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921555",7,"allD",11,26,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861556",1,"allD",0,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871556",2,"allD",3,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881556",3,"allD",5,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891556",4,"allD",12,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901556",5,"allD",8,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911556",6,"allD",13,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921556",7,"allD",12,27,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861557",1,"allD",0,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871557",2,"allD",2,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881557",3,"allD",3,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891557",4,"allD",8,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901557",5,"allD",3,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911557",6,"allD",11,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921557",7,"allD",13,28,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861558",1,"allD",0,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871558",2,"allD",3,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881558",3,"allD",6,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891558",4,"allD",9,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901558",5,"allD",11,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911558",6,"allD",5,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921558",7,"allD",12,29,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861559",1,"allD",0,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32871559",2,"allD",3,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32881559",3,"allD",4,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32891559",4,"allD",9,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32901559",5,"allD",8,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32911559",6,"allD",9,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32921559",7,"allD",10,30,"AA",153002,10,2700,10,2,0,0.9,5134839.2
"32861560",1,"allD",0,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871560",2,"allD",2,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881560",3,"allD",6,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891560",4,"allD",10,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901560",5,"allD",8,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911560",6,"allD",10,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921560",7,"allD",20,1,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861561",1,"allD",1,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871561",2,"allD",2,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881561",3,"allD",12,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891561",4,"allD",17,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901561",5,"allD",7,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911561",6,"allD",18,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921561",7,"allD",26,2,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861562",1,"allD",0,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871562",2,"allD",3,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881562",3,"allD",7,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891562",4,"allD",18,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901562",5,"allD",7,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911562",6,"allD",19,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921562",7,"allD",13,3,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861563",1,"allD",0,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871563",2,"allD",4,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881563",3,"allD",7,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891563",4,"allD",7,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901563",5,"allD",15,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911563",6,"allD",10,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921563",7,"allD",15,4,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861564",1,"allD",1,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871564",2,"allD",2,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881564",3,"allD",8,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891564",4,"allD",14,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901564",5,"allD",6,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911564",6,"allD",18,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921564",7,"allD",13,5,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861565",1,"allD",0,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871565",2,"allD",4,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881565",3,"allD",7,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891565",4,"allD",13,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901565",5,"allD",16,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911565",6,"allD",21,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921565",7,"allD",16,6,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861566",1,"allD",2,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871566",2,"allD",6,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881566",3,"allD",8,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891566",4,"allD",8,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901566",5,"allD",6,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911566",6,"allD",19,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921566",7,"allD",23,7,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861567",1,"allD",1,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871567",2,"allD",0,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881567",3,"allD",5,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891567",4,"allD",15,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901567",5,"allD",12,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911567",6,"allD",19,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921567",7,"allD",21,8,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861568",1,"allD",2,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871568",2,"allD",2,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881568",3,"allD",10,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891568",4,"allD",11,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901568",5,"allD",11,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911568",6,"allD",19,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921568",7,"allD",24,9,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861569",1,"allD",1,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871569",2,"allD",2,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881569",3,"allD",4,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891569",4,"allD",17,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901569",5,"allD",9,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911569",6,"allD",18,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921569",7,"allD",24,10,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861570",1,"allD",0,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871570",2,"allD",0,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881570",3,"allD",6,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891570",4,"allD",14,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901570",5,"allD",13,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911570",6,"allD",16,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921570",7,"allD",18,11,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861571",1,"allD",0,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871571",2,"allD",1,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881571",3,"allD",6,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891571",4,"allD",18,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901571",5,"allD",8,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911571",6,"allD",14,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921571",7,"allD",16,12,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861572",1,"allD",0,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871572",2,"allD",1,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881572",3,"allD",15,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891572",4,"allD",9,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901572",5,"allD",17,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911572",6,"allD",15,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921572",7,"allD",15,13,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861573",1,"allD",0,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871573",2,"allD",3,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881573",3,"allD",10,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891573",4,"allD",19,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901573",5,"allD",8,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911573",6,"allD",18,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921573",7,"allD",21,14,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861574",1,"allD",1,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871574",2,"allD",1,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881574",3,"allD",7,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891574",4,"allD",13,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901574",5,"allD",10,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911574",6,"allD",14,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921574",7,"allD",27,15,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861575",1,"allD",1,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871575",2,"allD",0,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881575",3,"allD",6,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891575",4,"allD",12,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901575",5,"allD",17,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911575",6,"allD",20,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921575",7,"allD",17,16,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861576",1,"allD",0,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871576",2,"allD",1,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881576",3,"allD",12,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891576",4,"allD",10,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901576",5,"allD",14,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911576",6,"allD",12,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921576",7,"allD",21,17,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861577",1,"allD",1,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871577",2,"allD",1,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881577",3,"allD",4,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891577",4,"allD",15,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901577",5,"allD",10,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911577",6,"allD",21,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921577",7,"allD",11,18,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861578",1,"allD",0,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871578",2,"allD",0,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881578",3,"allD",11,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891578",4,"allD",26,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901578",5,"allD",8,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911578",6,"allD",19,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921578",7,"allD",24,19,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861579",1,"allD",0,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871579",2,"allD",4,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881579",3,"allD",12,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891579",4,"allD",13,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901579",5,"allD",6,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911579",6,"allD",10,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921579",7,"allD",24,20,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861580",1,"allD",0,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871580",2,"allD",2,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881580",3,"allD",10,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891580",4,"allD",14,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901580",5,"allD",13,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911580",6,"allD",16,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921580",7,"allD",22,21,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861581",1,"allD",0,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871581",2,"allD",2,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881581",3,"allD",4,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891581",4,"allD",16,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901581",5,"allD",9,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911581",6,"allD",19,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921581",7,"allD",17,22,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861582",1,"allD",0,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871582",2,"allD",2,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881582",3,"allD",9,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891582",4,"allD",12,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901582",5,"allD",8,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911582",6,"allD",13,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921582",7,"allD",15,23,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861583",1,"allD",1,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871583",2,"allD",1,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881583",3,"allD",11,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891583",4,"allD",13,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901583",5,"allD",9,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911583",6,"allD",11,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921583",7,"allD",20,24,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861584",1,"allD",0,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871584",2,"allD",2,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881584",3,"allD",3,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891584",4,"allD",13,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901584",5,"allD",8,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911584",6,"allD",22,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921584",7,"allD",20,25,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861585",1,"allD",0,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871585",2,"allD",3,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881585",3,"allD",6,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891585",4,"allD",15,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901585",5,"allD",12,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911585",6,"allD",11,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921585",7,"allD",19,26,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861586",1,"allD",0,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871586",2,"allD",2,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881586",3,"allD",7,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891586",4,"allD",10,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901586",5,"allD",14,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911586",6,"allD",18,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921586",7,"allD",15,27,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861587",1,"allD",2,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871587",2,"allD",2,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881587",3,"allD",6,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891587",4,"allD",14,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901587",5,"allD",9,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911587",6,"allD",19,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921587",7,"allD",19,28,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861588",1,"allD",0,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871588",2,"allD",6,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881588",3,"allD",10,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891588",4,"allD",13,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901588",5,"allD",12,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911588",6,"allD",15,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921588",7,"allD",18,29,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861589",1,"allD",0,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32871589",2,"allD",1,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32881589",3,"allD",8,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32891589",4,"allD",15,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32901589",5,"allD",17,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32911589",6,"allD",23,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32921589",7,"allD",16,30,"AT",280247,10,7600,10,2,0,0.9,5134839.2
"32861590",1,"allD",0,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871590",2,"allD",0,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881590",3,"allD",2,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891590",4,"allD",2,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901590",5,"allD",3,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911590",6,"allD",0,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921590",7,"allD",8,1,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861591",1,"allD",1,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871591",2,"allD",1,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881591",3,"allD",4,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891591",4,"allD",4,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901591",5,"allD",1,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911591",6,"allD",3,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921591",7,"allD",7,2,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861592",1,"allD",0,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871592",2,"allD",1,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881592",3,"allD",0,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891592",4,"allD",3,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901592",5,"allD",9,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911592",6,"allD",5,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921592",7,"allD",4,3,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861593",1,"allD",0,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871593",2,"allD",1,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881593",3,"allD",2,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891593",4,"allD",4,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901593",5,"allD",1,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911593",6,"allD",3,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921593",7,"allD",8,4,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861594",1,"allD",0,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871594",2,"allD",3,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881594",3,"allD",3,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891594",4,"allD",5,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901594",5,"allD",2,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911594",6,"allD",7,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921594",7,"allD",7,5,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861595",1,"allD",1,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871595",2,"allD",1,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881595",3,"allD",2,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891595",4,"allD",5,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901595",5,"allD",4,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911595",6,"allD",7,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921595",7,"allD",9,6,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861596",1,"allD",0,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871596",2,"allD",0,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881596",3,"allD",7,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891596",4,"allD",6,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901596",5,"allD",2,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911596",6,"allD",3,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921596",7,"allD",2,7,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861597",1,"allD",0,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871597",2,"allD",1,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881597",3,"allD",0,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891597",4,"allD",2,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901597",5,"allD",2,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911597",6,"allD",1,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921597",7,"allD",6,8,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861598",1,"allD",0,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871598",2,"allD",0,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881598",3,"allD",1,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891598",4,"allD",3,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901598",5,"allD",5,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911598",6,"allD",4,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921598",7,"allD",3,9,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32861599",1,"allD",0,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32871599",2,"allD",0,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32881599",3,"allD",2,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32891599",4,"allD",2,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32901599",5,"allD",5,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32911599",6,"allD",2,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
"32921599",7,"allD",3,10,"BE",59358,10,1800,10,2,0,0.9,5134839.2
