"","age","status","Number","Simul","regID","regNV","startV","vPerD","vpd","vo","acceptV","effV","totalvac"
"32913637",6,"allD",5,8,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923637",7,"allD",0,8,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863638",1,"allD",0,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873638",2,"allD",2,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883638",3,"allD",6,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893638",4,"allD",5,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903638",5,"allD",3,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913638",6,"allD",2,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923638",7,"allD",0,9,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863639",1,"allD",0,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873639",2,"allD",0,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883639",3,"allD",5,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893639",4,"allD",9,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903639",5,"allD",8,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913639",6,"allD",6,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923639",7,"allD",0,10,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863640",1,"allD",1,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873640",2,"allD",2,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883640",3,"allD",3,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893640",4,"allD",7,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903640",5,"allD",5,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913640",6,"allD",6,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923640",7,"allD",0,11,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863641",1,"allD",0,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873641",2,"allD",0,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883641",3,"allD",6,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893641",4,"allD",3,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903641",5,"allD",6,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913641",6,"allD",5,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923641",7,"allD",0,12,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863642",1,"allD",0,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873642",2,"allD",0,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883642",3,"allD",3,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893642",4,"allD",8,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903642",5,"allD",6,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913642",6,"allD",7,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923642",7,"allD",0,13,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863643",1,"allD",1,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873643",2,"allD",1,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883643",3,"allD",3,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893643",4,"allD",5,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903643",5,"allD",8,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913643",6,"allD",2,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923643",7,"allD",0,14,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863644",1,"allD",0,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873644",2,"allD",1,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883644",3,"allD",2,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893644",4,"allD",5,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903644",5,"allD",5,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913644",6,"allD",2,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923644",7,"allD",0,15,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863645",1,"allD",0,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873645",2,"allD",2,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883645",3,"allD",0,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893645",4,"allD",8,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903645",5,"allD",4,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913645",6,"allD",4,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923645",7,"allD",0,16,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863646",1,"allD",1,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873646",2,"allD",2,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883646",3,"allD",6,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893646",4,"allD",7,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903646",5,"allD",11,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913646",6,"allD",3,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923646",7,"allD",0,17,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863647",1,"allD",1,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873647",2,"allD",0,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883647",3,"allD",2,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893647",4,"allD",6,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903647",5,"allD",4,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913647",6,"allD",1,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923647",7,"allD",0,18,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863648",1,"allD",0,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873648",2,"allD",0,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883648",3,"allD",5,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893648",4,"allD",9,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903648",5,"allD",8,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913648",6,"allD",7,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923648",7,"allD",0,19,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863649",1,"allD",0,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873649",2,"allD",0,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883649",3,"allD",5,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893649",4,"allD",6,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903649",5,"allD",5,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913649",6,"allD",2,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923649",7,"allD",0,20,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863650",1,"allD",0,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873650",2,"allD",0,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883650",3,"allD",3,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893650",4,"allD",7,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903650",5,"allD",7,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913650",6,"allD",2,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923650",7,"allD",0,21,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863651",1,"allD",0,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873651",2,"allD",0,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883651",3,"allD",2,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893651",4,"allD",3,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903651",5,"allD",9,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913651",6,"allD",6,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923651",7,"allD",0,22,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863652",1,"allD",0,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873652",2,"allD",1,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883652",3,"allD",2,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893652",4,"allD",1,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903652",5,"allD",4,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913652",6,"allD",4,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923652",7,"allD",0,23,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863653",1,"allD",1,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873653",2,"allD",0,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883653",3,"allD",2,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893653",4,"allD",6,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903653",5,"allD",4,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913653",6,"allD",4,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923653",7,"allD",0,24,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863654",1,"allD",0,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873654",2,"allD",3,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883654",3,"allD",2,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893654",4,"allD",11,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903654",5,"allD",3,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913654",6,"allD",1,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923654",7,"allD",0,25,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863655",1,"allD",0,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873655",2,"allD",0,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883655",3,"allD",5,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893655",4,"allD",10,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903655",5,"allD",2,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913655",6,"allD",6,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923655",7,"allD",0,26,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863656",1,"allD",0,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873656",2,"allD",1,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883656",3,"allD",5,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893656",4,"allD",8,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903656",5,"allD",4,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913656",6,"allD",8,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923656",7,"allD",0,27,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863657",1,"allD",0,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873657",2,"allD",1,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883657",3,"allD",4,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893657",4,"allD",7,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903657",5,"allD",7,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913657",6,"allD",3,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923657",7,"allD",0,28,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863658",1,"allD",0,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873658",2,"allD",2,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883658",3,"allD",2,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893658",4,"allD",2,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903658",5,"allD",2,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913658",6,"allD",8,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923658",7,"allD",0,29,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863659",1,"allD",0,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32873659",2,"allD",0,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32883659",3,"allD",0,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32893659",4,"allD",6,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32903659",5,"allD",7,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32913659",6,"allD",7,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32923659",7,"allD",0,30,"BG",38296,10,1310,10,3,0.7,0.9,5134839.2
"32863660",1,"allD",1,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873660",2,"allD",0,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883660",3,"allD",6,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893660",4,"allD",2,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903660",5,"allD",0,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913660",6,"allD",0,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923660",7,"allD",0,1,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863661",1,"allD",0,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873661",2,"allD",0,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883661",3,"allD",3,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893661",4,"allD",3,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903661",5,"allD",0,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913661",6,"allD",0,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923661",7,"allD",0,2,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863662",1,"allD",0,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873662",2,"allD",0,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883662",3,"allD",9,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893662",4,"allD",4,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903662",5,"allD",0,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913662",6,"allD",0,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923662",7,"allD",0,3,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863663",1,"allD",0,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873663",2,"allD",1,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883663",3,"allD",5,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893663",4,"allD",5,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903663",5,"allD",0,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913663",6,"allD",0,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923663",7,"allD",0,4,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863664",1,"allD",0,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873664",2,"allD",2,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883664",3,"allD",2,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893664",4,"allD",8,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903664",5,"allD",0,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913664",6,"allD",0,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923664",7,"allD",0,5,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863665",1,"allD",0,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873665",2,"allD",0,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883665",3,"allD",2,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893665",4,"allD",4,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903665",5,"allD",0,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913665",6,"allD",0,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923665",7,"allD",0,6,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863666",1,"allD",0,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873666",2,"allD",0,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883666",3,"allD",4,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893666",4,"allD",1,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903666",5,"allD",0,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913666",6,"allD",0,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923666",7,"allD",0,7,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863667",1,"allD",1,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873667",2,"allD",0,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883667",3,"allD",6,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893667",4,"allD",6,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903667",5,"allD",0,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913667",6,"allD",0,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923667",7,"allD",0,8,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863668",1,"allD",0,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873668",2,"allD",1,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883668",3,"allD",4,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893668",4,"allD",1,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903668",5,"allD",0,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913668",6,"allD",0,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923668",7,"allD",0,9,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863669",1,"allD",1,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873669",2,"allD",0,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883669",3,"allD",6,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893669",4,"allD",6,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903669",5,"allD",0,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913669",6,"allD",0,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923669",7,"allD",0,10,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863670",1,"allD",1,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873670",2,"allD",1,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883670",3,"allD",2,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893670",4,"allD",2,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903670",5,"allD",0,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913670",6,"allD",0,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923670",7,"allD",0,11,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863671",1,"allD",0,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873671",2,"allD",1,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883671",3,"allD",6,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893671",4,"allD",2,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903671",5,"allD",0,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913671",6,"allD",0,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923671",7,"allD",0,12,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863672",1,"allD",0,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873672",2,"allD",1,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883672",3,"allD",4,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893672",4,"allD",5,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903672",5,"allD",0,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913672",6,"allD",0,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923672",7,"allD",0,13,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863673",1,"allD",0,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873673",2,"allD",2,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883673",3,"allD",8,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893673",4,"allD",6,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903673",5,"allD",0,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913673",6,"allD",0,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923673",7,"allD",0,14,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863674",1,"allD",0,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873674",2,"allD",1,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883674",3,"allD",4,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893674",4,"allD",4,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903674",5,"allD",0,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913674",6,"allD",0,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923674",7,"allD",0,15,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863675",1,"allD",0,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873675",2,"allD",2,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883675",3,"allD",10,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893675",4,"allD",4,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903675",5,"allD",0,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913675",6,"allD",0,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923675",7,"allD",0,16,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863676",1,"allD",0,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873676",2,"allD",0,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883676",3,"allD",2,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893676",4,"allD",5,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903676",5,"allD",0,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913676",6,"allD",0,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923676",7,"allD",0,17,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863677",1,"allD",0,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873677",2,"allD",0,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883677",3,"allD",6,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893677",4,"allD",3,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903677",5,"allD",0,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913677",6,"allD",0,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923677",7,"allD",0,18,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863678",1,"allD",2,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873678",2,"allD",2,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883678",3,"allD",2,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893678",4,"allD",6,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903678",5,"allD",0,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913678",6,"allD",0,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923678",7,"allD",0,19,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863679",1,"allD",0,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873679",2,"allD",2,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883679",3,"allD",3,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893679",4,"allD",6,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903679",5,"allD",0,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913679",6,"allD",0,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923679",7,"allD",0,20,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863680",1,"allD",0,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873680",2,"allD",1,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883680",3,"allD",4,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893680",4,"allD",3,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903680",5,"allD",0,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913680",6,"allD",0,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923680",7,"allD",0,21,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32863681",1,"allD",0,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32873681",2,"allD",1,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32883681",3,"allD",3,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32893681",4,"allD",1,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32903681",5,"allD",0,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32913681",6,"allD",0,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
"32923681",7,"allD",0,22,"DI",239720,10,4750,10,3,0.7,0.9,5134839.2
