"","age","status","Number","Simul","regID","regNV","startV","vPerD","vpd","vo","acceptV","effV","totalvac"
"3291571",6,"allD",0,1,"AL",749959,10,8224,16,1,0.7,0.9,15404517.6
"3292571",7,"allD",0,1,"AL",749959,10,8224,16,1,0.7,0.9,15404517.6
"3286572",1,"allD",0,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3287572",2,"allD",0,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3288572",3,"allD",4,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3289572",4,"allD",8,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3290572",5,"allD",13,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3291572",6,"allD",13,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3292572",7,"allD",20,1,"AL",764998,10,8224,16,2,0,0.9,15404517.6
"3286573",1,"allD",1,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3287573",2,"allD",0,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3288573",3,"allD",1,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3289573",4,"allD",0,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3290573",5,"allD",0,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3291573",6,"allD",0,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3292573",7,"allD",0,1,"AL",764998,10,8224,16,2,0.7,0.9,15404517.6
"3286574",1,"allD",0,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3287574",2,"allD",0,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3288574",3,"allD",4,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3289574",4,"allD",8,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3290574",5,"allD",13,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3291574",6,"allD",13,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3292574",7,"allD",20,1,"AL",518583,10,8224,16,3,0,0.9,15404517.6
"3286575",1,"allD",0,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3287575",2,"allD",1,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3288575",3,"allD",3,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3289575",4,"allD",0,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3290575",5,"allD",0,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3291575",6,"allD",0,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3292575",7,"allD",0,1,"AL",518583,10,8224,16,3,0.7,0.9,15404517.6
"3286576",1,"allD",0,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3287576",2,"allD",0,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3288576",3,"allD",4,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3289576",4,"allD",8,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3290576",5,"allD",13,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3291576",6,"allD",13,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3292576",7,"allD",20,1,"AL",446508,10,8224,16,4,0,0.9,15404517.6
"3286577",1,"allD",0,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3287577",2,"allD",2,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3288577",3,"allD",6,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3289577",4,"allD",0,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3290577",5,"allD",0,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3291577",6,"allD",0,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3292577",7,"allD",0,1,"AL",446508,10,8224,16,4,0.7,0.9,15404517.6
"3286578",1,"allD",0,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3287578",2,"allD",0,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3288578",3,"allD",4,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3289578",4,"allD",8,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3290578",5,"allD",13,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3291578",6,"allD",13,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3292578",7,"allD",20,1,"AL",700205,10,8224,16,5,0,0.9,15404517.6
"3286579",1,"allD",0,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3287579",2,"allD",1,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3288579",3,"allD",1,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3289579",4,"allD",0,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3290579",5,"allD",0,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3291579",6,"allD",0,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3292579",7,"allD",0,1,"AL",700205,10,8224,16,5,0.7,0.9,15404517.6
"3286580",1,"allD",0,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3287580",2,"allD",0,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3288580",3,"allD",4,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3289580",4,"allD",8,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3290580",5,"allD",13,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3291580",6,"allD",13,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3292580",7,"allD",20,1,"AL",749959,10,9252,18,1,0,0.9,15404517.6
"3286581",1,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3287581",2,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3288581",3,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3289581",4,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3290581",5,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3291581",6,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3292581",7,"allD",0,1,"AL",749959,10,9252,18,1,0.7,0.9,15404517.6
"3286582",1,"allD",0,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3287582",2,"allD",0,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3288582",3,"allD",4,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3289582",4,"allD",8,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3290582",5,"allD",13,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3291582",6,"allD",13,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3292582",7,"allD",20,1,"AL",764998,10,9252,18,2,0,0.9,15404517.6
"3286583",1,"allD",1,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3287583",2,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3288583",3,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3289583",4,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3290583",5,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3291583",6,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3292583",7,"allD",0,1,"AL",764998,10,9252,18,2,0.7,0.9,15404517.6
"3286584",1,"allD",0,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3287584",2,"allD",0,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3288584",3,"allD",4,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3289584",4,"allD",8,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3290584",5,"allD",13,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3291584",6,"allD",13,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3292584",7,"allD",20,1,"AL",518583,10,9252,18,3,0,0.9,15404517.6
"3286585",1,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3287585",2,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3288585",3,"allD",3,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3289585",4,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3290585",5,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3291585",6,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3292585",7,"allD",0,1,"AL",518583,10,9252,18,3,0.7,0.9,15404517.6
"3286586",1,"allD",0,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3287586",2,"allD",0,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3288586",3,"allD",4,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3289586",4,"allD",8,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3290586",5,"allD",13,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3291586",6,"allD",13,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3292586",7,"allD",20,1,"AL",446508,10,9252,18,4,0,0.9,15404517.6
"3286587",1,"allD",0,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3287587",2,"allD",2,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3288587",3,"allD",2,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3289587",4,"allD",0,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3290587",5,"allD",0,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3291587",6,"allD",0,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3292587",7,"allD",0,1,"AL",446508,10,9252,18,4,0.7,0.9,15404517.6
"3286588",1,"allD",0,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3287588",2,"allD",0,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3288588",3,"allD",4,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3289588",4,"allD",8,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3290588",5,"allD",13,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3291588",6,"allD",13,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3292588",7,"allD",20,1,"AL",700205,10,9252,18,5,0,0.9,15404517.6
"3286589",1,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3287589",2,"allD",1,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3288589",3,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3289589",4,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3290589",5,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3291589",6,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3292589",7,"allD",0,1,"AL",700205,10,9252,18,5,0.7,0.9,15404517.6
"3286590",1,"allD",0,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3287590",2,"allD",0,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3288590",3,"allD",4,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3289590",4,"allD",8,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3290590",5,"allD",13,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3291590",6,"allD",13,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3292590",7,"allD",20,1,"AL",749959,10,10280,20,1,0,0.9,15404517.6
"3286591",1,"allD",2,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3287591",2,"allD",1,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3288591",3,"allD",0,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3289591",4,"allD",0,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3290591",5,"allD",0,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3291591",6,"allD",0,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3292591",7,"allD",0,1,"AL",749959,10,10280,20,1,0.7,0.9,15404517.6
"3286592",1,"allD",0,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3287592",2,"allD",0,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3288592",3,"allD",4,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3289592",4,"allD",8,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3290592",5,"allD",13,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3291592",6,"allD",13,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3292592",7,"allD",20,1,"AL",764998,10,10280,20,2,0,0.9,15404517.6
"3286593",1,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3287593",2,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3288593",3,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3289593",4,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3290593",5,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3291593",6,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3292593",7,"allD",0,1,"AL",764998,10,10280,20,2,0.7,0.9,15404517.6
"3286594",1,"allD",0,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3287594",2,"allD",0,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3288594",3,"allD",4,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3289594",4,"allD",8,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3290594",5,"allD",13,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3291594",6,"allD",13,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3292594",7,"allD",20,1,"AL",518583,10,10280,20,3,0,0.9,15404517.6
"3286595",1,"allD",0,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3287595",2,"allD",1,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3288595",3,"allD",4,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3289595",4,"allD",0,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3290595",5,"allD",0,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3291595",6,"allD",0,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3292595",7,"allD",0,1,"AL",518583,10,10280,20,3,0.7,0.9,15404517.6
"3286596",1,"allD",0,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3287596",2,"allD",0,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3288596",3,"allD",4,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3289596",4,"allD",8,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3290596",5,"allD",13,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3291596",6,"allD",13,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3292596",7,"allD",20,1,"AL",446508,10,10280,20,4,0,0.9,15404517.6
"3286597",1,"allD",0,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3287597",2,"allD",2,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3288597",3,"allD",3,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3289597",4,"allD",0,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3290597",5,"allD",0,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3291597",6,"allD",0,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3292597",7,"allD",0,1,"AL",446508,10,10280,20,4,0.7,0.9,15404517.6
"3286598",1,"allD",0,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3287598",2,"allD",0,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3288598",3,"allD",4,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3289598",4,"allD",8,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3290598",5,"allD",13,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3291598",6,"allD",13,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3292598",7,"allD",20,1,"AL",700205,10,10280,20,5,0,0.9,15404517.6
"3286599",1,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3287599",2,"allD",3,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3288599",3,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3289599",4,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3290599",5,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3291599",6,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3292599",7,"allD",0,1,"AL",700205,10,10280,20,5,0.7,0.9,15404517.6
"3286600",1,"allD",0,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3287600",2,"allD",0,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3288600",3,"allD",4,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3289600",4,"allD",8,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3290600",5,"allD",13,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3291600",6,"allD",13,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3292600",7,"allD",20,1,"AL",874952,10,1028,2,1,0,0.9,17971937.2
"3286601",1,"allD",1,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3287601",2,"allD",2,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3288601",3,"allD",7,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3289601",4,"allD",10,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3290601",5,"allD",12,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3291601",6,"allD",6,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3292601",7,"allD",0,1,"AL",874952,10,1028,2,1,0.7,0.9,17971937.2
"3286602",1,"allD",0,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3287602",2,"allD",0,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3288602",3,"allD",4,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3289602",4,"allD",8,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3290602",5,"allD",13,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3291602",6,"allD",13,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3292602",7,"allD",20,1,"AL",892498,10,1028,2,2,0,0.9,17971937.2
"3286603",1,"allD",1,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3287603",2,"allD",2,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3288603",3,"allD",7,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3289603",4,"allD",10,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3290603",5,"allD",12,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3291603",6,"allD",6,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3292603",7,"allD",0,1,"AL",892498,10,1028,2,2,0.7,0.9,17971937.2
"3286604",1,"allD",0,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3287604",2,"allD",0,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3288604",3,"allD",4,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3289604",4,"allD",8,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3290604",5,"allD",13,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3291604",6,"allD",13,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3292604",7,"allD",20,1,"AL",605013,10,1028,2,3,0,0.9,17971937.2
"3286605",1,"allD",1,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3287605",2,"allD",2,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3288605",3,"allD",7,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3289605",4,"allD",10,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3290605",5,"allD",12,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3291605",6,"allD",6,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3292605",7,"allD",0,1,"AL",605013,10,1028,2,3,0.7,0.9,17971937.2
"3286606",1,"allD",0,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3287606",2,"allD",0,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3288606",3,"allD",4,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3289606",4,"allD",8,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3290606",5,"allD",13,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3291606",6,"allD",13,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3292606",7,"allD",20,1,"AL",520926,10,1028,2,4,0,0.9,17971937.2
"3286607",1,"allD",1,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3287607",2,"allD",2,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3288607",3,"allD",7,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3289607",4,"allD",10,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3290607",5,"allD",12,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3291607",6,"allD",6,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3292607",7,"allD",0,1,"AL",520926,10,1028,2,4,0.7,0.9,17971937.2
"3286608",1,"allD",0,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3287608",2,"allD",0,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3288608",3,"allD",4,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3289608",4,"allD",8,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3290608",5,"allD",13,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3291608",6,"allD",13,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3292608",7,"allD",20,1,"AL",816906,10,1028,2,5,0,0.9,17971937.2
"3286609",1,"allD",1,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3287609",2,"allD",2,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3288609",3,"allD",7,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3289609",4,"allD",10,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3290609",5,"allD",12,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3291609",6,"allD",6,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3292609",7,"allD",0,1,"AL",816906,10,1028,2,5,0.7,0.9,17971937.2
"3286610",1,"allD",0,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3287610",2,"allD",0,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3288610",3,"allD",4,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3289610",4,"allD",8,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3290610",5,"allD",13,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3291610",6,"allD",13,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3292610",7,"allD",20,1,"AL",874952,10,2056,4,1,0,0.9,17971937.2
"3286611",1,"allD",0,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3287611",2,"allD",4,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3288611",3,"allD",6,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3289611",4,"allD",8,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3290611",5,"allD",3,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3291611",6,"allD",0,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3292611",7,"allD",0,1,"AL",874952,10,2056,4,1,0.7,0.9,17971937.2
"3286612",1,"allD",0,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3287612",2,"allD",0,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3288612",3,"allD",4,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3289612",4,"allD",8,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3290612",5,"allD",13,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3291612",6,"allD",13,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3292612",7,"allD",20,1,"AL",892498,10,2056,4,2,0,0.9,17971937.2
"3286613",1,"allD",0,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3287613",2,"allD",4,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3288613",3,"allD",6,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3289613",4,"allD",8,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3290613",5,"allD",3,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3291613",6,"allD",0,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3292613",7,"allD",0,1,"AL",892498,10,2056,4,2,0.7,0.9,17971937.2
"3286614",1,"allD",0,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3287614",2,"allD",0,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3288614",3,"allD",4,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3289614",4,"allD",8,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3290614",5,"allD",13,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3291614",6,"allD",13,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3292614",7,"allD",20,1,"AL",605013,10,2056,4,3,0,0.9,17971937.2
"3286615",1,"allD",0,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3287615",2,"allD",4,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3288615",3,"allD",6,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3289615",4,"allD",8,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3290615",5,"allD",3,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3291615",6,"allD",0,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3292615",7,"allD",0,1,"AL",605013,10,2056,4,3,0.7,0.9,17971937.2
"3286616",1,"allD",0,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3287616",2,"allD",0,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3288616",3,"allD",4,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3289616",4,"allD",8,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3290616",5,"allD",13,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3291616",6,"allD",13,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
"3292616",7,"allD",20,1,"AL",520926,10,2056,4,4,0,0.9,17971937.2
