"","age","status","Number","Simul","regID","regNV","startV","vPerD","vpd","vo","acceptV","effV","totalvac"
"3292171",7,"allD",0,1,"AL",249986,10,8224,16,1,0.7,0.9,5134839.2
"3286172",1,"allD",0,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3287172",2,"allD",0,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3288172",3,"allD",4,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3289172",4,"allD",8,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3290172",5,"allD",13,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3291172",6,"allD",13,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3292172",7,"allD",20,1,"AL",254999,10,8224,16,2,0,0.9,5134839.2
"3286173",1,"allD",0,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3287173",2,"allD",2,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3288173",3,"allD",10,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3289173",4,"allD",10,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3290173",5,"allD",1,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3291173",6,"allD",0,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3292173",7,"allD",0,1,"AL",254999,10,8224,16,2,0.7,0.9,5134839.2
"3286174",1,"allD",0,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3287174",2,"allD",0,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3288174",3,"allD",4,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3289174",4,"allD",8,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3290174",5,"allD",13,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3291174",6,"allD",13,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3292174",7,"allD",20,1,"AL",172861,10,8224,16,3,0,0.9,5134839.2
"3286175",1,"allD",1,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3287175",2,"allD",1,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3288175",3,"allD",8,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3289175",4,"allD",12,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3290175",5,"allD",5,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3291175",6,"allD",0,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3292175",7,"allD",0,1,"AL",172861,10,8224,16,3,0.7,0.9,5134839.2
"3286176",1,"allD",0,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3287176",2,"allD",0,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3288176",3,"allD",4,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3289176",4,"allD",8,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3290176",5,"allD",13,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3291176",6,"allD",13,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3292176",7,"allD",20,1,"AL",148836,10,8224,16,4,0,0.9,5134839.2
"3286177",1,"allD",0,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3287177",2,"allD",1,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3288177",3,"allD",1,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3289177",4,"allD",13,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3290177",5,"allD",10,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3291177",6,"allD",0,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3292177",7,"allD",0,1,"AL",148836,10,8224,16,4,0.7,0.9,5134839.2
"3286178",1,"allD",0,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3287178",2,"allD",0,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3288178",3,"allD",4,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3289178",4,"allD",8,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3290178",5,"allD",13,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3291178",6,"allD",13,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3292178",7,"allD",20,1,"AL",233402,10,8224,16,5,0,0.9,5134839.2
"3286179",1,"allD",0,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3287179",2,"allD",3,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3288179",3,"allD",4,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3289179",4,"allD",5,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3290179",5,"allD",3,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3291179",6,"allD",0,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3292179",7,"allD",0,1,"AL",233402,10,8224,16,5,0.7,0.9,5134839.2
"3286180",1,"allD",0,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3287180",2,"allD",0,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3288180",3,"allD",4,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3289180",4,"allD",8,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3290180",5,"allD",13,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3291180",6,"allD",13,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3292180",7,"allD",20,1,"AL",249986,10,9252,18,1,0,0.9,5134839.2
"3286181",1,"allD",0,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3287181",2,"allD",4,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3288181",3,"allD",2,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3289181",4,"allD",11,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3290181",5,"allD",0,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3291181",6,"allD",0,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3292181",7,"allD",0,1,"AL",249986,10,9252,18,1,0.7,0.9,5134839.2
"3286182",1,"allD",0,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3287182",2,"allD",0,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3288182",3,"allD",4,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3289182",4,"allD",8,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3290182",5,"allD",13,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3291182",6,"allD",13,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3292182",7,"allD",20,1,"AL",254999,10,9252,18,2,0,0.9,5134839.2
"3286183",1,"allD",0,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3287183",2,"allD",3,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3288183",3,"allD",4,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3289183",4,"allD",5,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3290183",5,"allD",1,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3291183",6,"allD",0,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3292183",7,"allD",0,1,"AL",254999,10,9252,18,2,0.7,0.9,5134839.2
"3286184",1,"allD",0,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3287184",2,"allD",0,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3288184",3,"allD",4,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3289184",4,"allD",8,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3290184",5,"allD",13,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3291184",6,"allD",13,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3292184",7,"allD",20,1,"AL",172861,10,9252,18,3,0,0.9,5134839.2
"3286185",1,"allD",0,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3287185",2,"allD",0,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3288185",3,"allD",8,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3289185",4,"allD",14,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3290185",5,"allD",7,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3291185",6,"allD",0,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3292185",7,"allD",0,1,"AL",172861,10,9252,18,3,0.7,0.9,5134839.2
"3286186",1,"allD",0,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3287186",2,"allD",0,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3288186",3,"allD",4,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3289186",4,"allD",8,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3290186",5,"allD",13,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3291186",6,"allD",13,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3292186",7,"allD",20,1,"AL",148836,10,9252,18,4,0,0.9,5134839.2
"3286187",1,"allD",0,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3287187",2,"allD",0,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3288187",3,"allD",5,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3289187",4,"allD",13,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3290187",5,"allD",11,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3291187",6,"allD",0,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3292187",7,"allD",0,1,"AL",148836,10,9252,18,4,0.7,0.9,5134839.2
"3286188",1,"allD",0,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3287188",2,"allD",0,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3288188",3,"allD",4,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3289188",4,"allD",8,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3290188",5,"allD",13,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3291188",6,"allD",13,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3292188",7,"allD",20,1,"AL",233402,10,9252,18,5,0,0.9,5134839.2
"3286189",1,"allD",0,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3287189",2,"allD",0,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3288189",3,"allD",4,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3289189",4,"allD",15,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3290189",5,"allD",4,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3291189",6,"allD",0,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3292189",7,"allD",0,1,"AL",233402,10,9252,18,5,0.7,0.9,5134839.2
"3286190",1,"allD",0,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3287190",2,"allD",0,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3288190",3,"allD",4,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3289190",4,"allD",8,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3290190",5,"allD",13,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3291190",6,"allD",13,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3292190",7,"allD",20,1,"AL",249986,10,10280,20,1,0,0.9,5134839.2
"3286191",1,"allD",0,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3287191",2,"allD",0,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3288191",3,"allD",10,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3289191",4,"allD",10,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3290191",5,"allD",4,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3291191",6,"allD",0,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3292191",7,"allD",0,1,"AL",249986,10,10280,20,1,0.7,0.9,5134839.2
"3286192",1,"allD",0,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3287192",2,"allD",0,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3288192",3,"allD",4,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3289192",4,"allD",8,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3290192",5,"allD",13,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3291192",6,"allD",13,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3292192",7,"allD",20,1,"AL",254999,10,10280,20,2,0,0.9,5134839.2
"3286193",1,"allD",0,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3287193",2,"allD",3,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3288193",3,"allD",10,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3289193",4,"allD",14,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3290193",5,"allD",0,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3291193",6,"allD",0,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3292193",7,"allD",0,1,"AL",254999,10,10280,20,2,0.7,0.9,5134839.2
"3286194",1,"allD",0,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3287194",2,"allD",0,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3288194",3,"allD",4,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3289194",4,"allD",8,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3290194",5,"allD",13,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3291194",6,"allD",13,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3292194",7,"allD",20,1,"AL",172861,10,10280,20,3,0,0.9,5134839.2
"3286195",1,"allD",0,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3287195",2,"allD",1,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3288195",3,"allD",6,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3289195",4,"allD",9,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3290195",5,"allD",6,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3291195",6,"allD",0,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3292195",7,"allD",0,1,"AL",172861,10,10280,20,3,0.7,0.9,5134839.2
"3286196",1,"allD",0,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3287196",2,"allD",0,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3288196",3,"allD",4,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3289196",4,"allD",8,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3290196",5,"allD",13,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3291196",6,"allD",13,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3292196",7,"allD",20,1,"AL",148836,10,10280,20,4,0,0.9,5134839.2
"3286197",1,"allD",0,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3287197",2,"allD",1,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3288197",3,"allD",7,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3289197",4,"allD",13,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3290197",5,"allD",8,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3291197",6,"allD",0,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3292197",7,"allD",0,1,"AL",148836,10,10280,20,4,0.7,0.9,5134839.2
"3286198",1,"allD",0,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3287198",2,"allD",0,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3288198",3,"allD",4,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3289198",4,"allD",8,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3290198",5,"allD",13,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3291198",6,"allD",13,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3292198",7,"allD",20,1,"AL",233402,10,10280,20,5,0,0.9,5134839.2
"3286199",1,"allD",0,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3287199",2,"allD",5,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3288199",3,"allD",6,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3289199",4,"allD",7,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3290199",5,"allD",3,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3291199",6,"allD",0,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3292199",7,"allD",0,1,"AL",233402,10,10280,20,5,0.7,0.9,5134839.2
"3286200",1,"allD",0,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3287200",2,"allD",0,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3288200",3,"allD",4,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3289200",4,"allD",8,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3290200",5,"allD",13,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3291200",6,"allD",13,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3292200",7,"allD",20,1,"AL",374979,10,1028,2,1,0,0.9,7702258.8
"3286201",1,"allD",1,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3287201",2,"allD",2,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3288201",3,"allD",7,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3289201",4,"allD",10,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3290201",5,"allD",12,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3291201",6,"allD",6,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3292201",7,"allD",0,1,"AL",374979,10,1028,2,1,0.7,0.9,7702258.8
"3286202",1,"allD",0,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3287202",2,"allD",0,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3288202",3,"allD",4,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3289202",4,"allD",8,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3290202",5,"allD",13,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3291202",6,"allD",13,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3292202",7,"allD",20,1,"AL",382499,10,1028,2,2,0,0.9,7702258.8
"3286203",1,"allD",1,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3287203",2,"allD",2,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3288203",3,"allD",7,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3289203",4,"allD",10,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3290203",5,"allD",12,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3291203",6,"allD",6,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3292203",7,"allD",0,1,"AL",382499,10,1028,2,2,0.7,0.9,7702258.8
"3286204",1,"allD",0,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3287204",2,"allD",0,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3288204",3,"allD",4,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3289204",4,"allD",8,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3290204",5,"allD",13,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3291204",6,"allD",13,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3292204",7,"allD",20,1,"AL",259291,10,1028,2,3,0,0.9,7702258.8
"3286205",1,"allD",1,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3287205",2,"allD",2,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3288205",3,"allD",7,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3289205",4,"allD",10,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3290205",5,"allD",12,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3291205",6,"allD",6,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3292205",7,"allD",0,1,"AL",259291,10,1028,2,3,0.7,0.9,7702258.8
"3286206",1,"allD",0,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3287206",2,"allD",0,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3288206",3,"allD",4,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3289206",4,"allD",8,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3290206",5,"allD",13,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3291206",6,"allD",13,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3292206",7,"allD",20,1,"AL",223254,10,1028,2,4,0,0.9,7702258.8
"3286207",1,"allD",1,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3287207",2,"allD",2,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3288207",3,"allD",7,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3289207",4,"allD",10,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3290207",5,"allD",12,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3291207",6,"allD",6,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3292207",7,"allD",0,1,"AL",223254,10,1028,2,4,0.7,0.9,7702258.8
"3286208",1,"allD",0,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3287208",2,"allD",0,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3288208",3,"allD",4,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3289208",4,"allD",8,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3290208",5,"allD",13,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3291208",6,"allD",13,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3292208",7,"allD",20,1,"AL",350103,10,1028,2,5,0,0.9,7702258.8
"3286209",1,"allD",1,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3287209",2,"allD",2,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3288209",3,"allD",7,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3289209",4,"allD",10,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3290209",5,"allD",12,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3291209",6,"allD",6,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3292209",7,"allD",0,1,"AL",350103,10,1028,2,5,0.7,0.9,7702258.8
"3286210",1,"allD",0,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3287210",2,"allD",0,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3288210",3,"allD",4,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3289210",4,"allD",8,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3290210",5,"allD",13,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3291210",6,"allD",13,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3292210",7,"allD",20,1,"AL",374979,10,2056,4,1,0,0.9,7702258.8
"3286211",1,"allD",0,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3287211",2,"allD",4,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3288211",3,"allD",6,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3289211",4,"allD",8,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3290211",5,"allD",3,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3291211",6,"allD",0,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3292211",7,"allD",0,1,"AL",374979,10,2056,4,1,0.7,0.9,7702258.8
"3286212",1,"allD",0,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3287212",2,"allD",0,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3288212",3,"allD",4,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3289212",4,"allD",8,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3290212",5,"allD",13,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3291212",6,"allD",13,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3292212",7,"allD",20,1,"AL",382499,10,2056,4,2,0,0.9,7702258.8
"3286213",1,"allD",0,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3287213",2,"allD",4,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3288213",3,"allD",6,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3289213",4,"allD",8,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3290213",5,"allD",3,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3291213",6,"allD",0,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3292213",7,"allD",0,1,"AL",382499,10,2056,4,2,0.7,0.9,7702258.8
"3286214",1,"allD",0,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3287214",2,"allD",0,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3288214",3,"allD",4,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3289214",4,"allD",8,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3290214",5,"allD",13,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3291214",6,"allD",13,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3292214",7,"allD",20,1,"AL",259291,10,2056,4,3,0,0.9,7702258.8
"3286215",1,"allD",0,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3287215",2,"allD",4,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3288215",3,"allD",7,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3289215",4,"allD",8,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3290215",5,"allD",3,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3291215",6,"allD",0,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3292215",7,"allD",0,1,"AL",259291,10,2056,4,3,0.7,0.9,7702258.8
"3286216",1,"allD",0,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3287216",2,"allD",0,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3288216",3,"allD",4,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3289216",4,"allD",8,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3290216",5,"allD",13,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3291216",6,"allD",13,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3292216",7,"allD",20,1,"AL",223254,10,2056,4,4,0,0.9,7702258.8
"3286217",1,"allD",0,1,"AL",223254,10,2056,4,4,0.7,0.9,7702258.8
